epoch	loss	acc	val_loss	val_acc
82	0.14209759166765343	0.9608377566075602	1.2309590070601926	0.6844520951507423
83	0.1599890804093258	0.9510830585728449	1.21375287570833	0.6982214570524223
84	0.16498792103716572	0.9486443837649031	1.2052915579138717	0.6873207110409345
85	0.13694883605539843	0.9563907615219465	1.2203320874883332	0.702237522574724
86	0.13758086796308622	0.9555300531710875	1.2135153080086152	0.6942053926244113
87	0.15961807518620313	0.9497919955036079	1.2521609947452994	0.6907630510461515
88	0.1318426054479265	0.9616984652576821	1.2277847328065663	0.6930579456938318
89	0.11926015879113984	0.9649978481172199	1.2463570113026132	0.6936316696378737
90	0.17469783083487234	0.9436235832118044	1.2146868704381648	0.6873207115196867
91	0.20706025787951562	0.9325778225952234	1.2571356409388033	0.6764199648926604
92	0.14244161093701865	0.9555300531710875	1.2544276732107174	0.691336776255467
93	0.21182876509823906	0.9268397648336897	1.2354265997892677	0.6936316705953781
94	0.10785369836344402	0.9697317458040453	1.2678197894503997	0.6999426287135652
95	0.11461100884753446	0.9641371394670979	1.2641837826010418	0.6901893298036397
96	0.12786194141310234	0.9606943047554554	1.3175619885761438	0.673551347873981
97	0.17134492578961008	0.9429063260974235	1.2483323440425915	0.6855995420813219
98	0.12626866166688436	0.963276430816976	1.2758947422089963	0.6810097534014997
99	0.13303483027140253	0.9599770476581753	1.2696027974595439	0.6924842231860464
